,1,2,3,4,5,6,7
3:28,0.0028,0.0015,0.0032,0.0016,0.0014,0.0017,0.0015
3:29,0.0010,0.0020,0.0029,0.0016,0.0014,0.0012,0.0019
3:30,0.0010,0.0023,0.0035,0.0016,0.0014,0.0029,0.0028
3:31,0.0014,0.0023,0.0061,0.0016,0.0022,0.0024,0.0023
3:32,0.0010,0.0023,0.0062,0.0019,0.0022,0.0012,0.0018
3:33,0.0014,0.0023,0.0056,0.0019,0.0018,0.0026,0.0018
3:34,0.0017,0.0023,0.0046,0.0013,0.0014,0.0022,0.0021
3:35,0.0010,0.0023,0.0034,0.0013,0.0017,0.0025,0.0023
3:36,0.0016,0.0027,0.0037,0.0013,0.0023,0.0026,0.0020
3:37,0.0014,0.0039,0.0036,0.0017,0.0018,0.0030,0.0023
3:38,0.0007,0.0023,0.0033,0.0019,0.0015,0.0026,0.0023
3:39,0.0014,0.0021,0.0028,0.0013,0.0017,0.0022,0.0020
3:40,0.0007,0.0021,0.0049,0.0018,0.0012,0.0013,0.0020
3:41,0.0011,0.0021,0.0050,0.0022,0.0012,0.0017,0.0020
3:42,0.0011,0.0021,0.0047,0.0018,0.0024,0.0017,0.0020
3:43,0.0008,0.0025,0.0045,0.0025,0.0015,0.0024,0.0020
3:44,0.0007,0.0024,0.0048,0.0021,0.0007,0.0013,0.0020
3:45,0.0007,0.0024,0.0044,0.0019,0.0007,0.0016,0.0021
3:46,0.0006,0.0024,0.0050,0.0023,0.0010,0.0028,0.0020
3:47,0.0011,0.0024,0.0041,0.0021,0.0010,0.0024,0.0022
3:48,0.0014,0.0024,0.0036,0.0018,0.0013,0.0022,0.0015
3:49,0.0011,0.0019,0.0049,0.0023,0.0014,0.0022,0.0020
3:50,0.0013,0.0019,0.0045,0.0023,0.0014,0.0028,0.0023
3:51,0.0009,0.0012,0.0041,0.0020,0.0029,0.0021,0.0020
3:52,0.0008,0.0013,0.0052,0.0016,0.0018,0.0013,0.0023
3:53,0.0011,0.0017,0.0049,0.0023,0.0012,0.0013,0.0015
3:54,0.0007,0.0011,0.0039,0.0020,0.0008,0.0013,0.0015
3:55,0.0006,0.0011,0.0050,0.0013,0.0022,0.0017,0.0012
3:56,0.0006,0.0015,0.0038,0.0013,0.0009,0.0017,0.0012
3:57,0.0006,0.0014,0.0024,0.0013,0.0008,0.0013,0.0020
3:58,0.0010,0.0014,0.0022,0.0026,0.0008,0.0013,0.0020
3:59,0.0007,0.0014,0.0027,0.0021,0.0008,0.0013,0.0014
4:00,0.0020,0.0017,0.0016,0.0018,0.0006,0.0017,0.0011
4:01,0.0019,0.0021,0.0019,0.0018,0.0027,0.0018,0.0011
4:02,0.0009,0.0015,0.0025,0.0013,0.0028,0.0018,0.0013
4:03,0.0028,0.0011,0.0022,0.0016,0.0019,0.0017,0.0014
4:04,0.0018,0.0010,0.0020,0.0019,0.0019,0.0020,0.0013
4:05,0.0006,0.0008,0.0015,0.0016,0.0019,0.0013,0.0022
4:06,0.0006,0.0008,0.0018,0.0017,0.0019,0.0013,0.0012
4:07,0.0006,0.0008,0.0020,0.0019,0.0032,0.0025,0.0016
4:08,0.0009,0.0008,0.0020,0.0019,0.0019,0.0015,0.0015
4:09,0.0006,0.0012,0.0015,0.0026,0.0021,0.0015,0.0014
4:10,0.0006,0.0008,0.0015,0.0017,0.0021,0.0014,0.0012
4:11,0.0015,0.0019,0.0015,0.0021,0.0004,0.0013,0.0012
4:12,0.0019,0.0020,0.0017,0.0022,0.0008,0.0013,0.0012
4:13,0.0009,0.0019,0.0017,0.0021,0.0011,0.0011,0.0012
4:14,0.0010,0.0018,0.0022,0.0024,0.0012,0.0019,0.0014
4:15,0.0012,0.0015,0.0029,0.0017,0.0008,0.0022,0.0018
4:16,0.0015,0.0012,0.0024,0.0022,0.0004,0.0024,0.0017
4:17,0.0015,0.0021,0.0022,0.0014,0.0008,0.0012,0.0018
4:18,0.0013,0.0020,0.0023,0.0019,0.0008,0.0018,0.0018
4:19,0.0006,0.0017,0.0027,0.0019,0.0022,0.0018,0.0017
4:20,0.0006,0.0011,0.0030,0.0019,0.0001,0.0020,0.0017
4:21,0.0006,0.0014,0.0025,0.0011,0.0001,0.0011,0.0015
4:22,0.0006,0.0011,0.0037,0.0014,0.0000,0.0016,0.0014
4:23,0.0011,0.0011,0.0028,0.0012,0.0000,0.0016,0.0014
4:24,0.0009,0.0015,0.0028,0.0007,0.0000,0.0011,0.0021
4:25,0.0011,0.0019,0.0030,0.0011,0.0000,0.0013,0.0018
4:26,0.0013,0.0022,0.0037,0.0009,0.0008,0.0013,0.0020
4:27,0.0013,0.0020,0.0028,0.0009,0.0008,0.0015,0.0019
4:28,0.0013,0.0020,0.0023,0.0018,0.0008,0.0013,0.0019
4:29,0.0013,0.0021,0.0024,0.0018,0.0011,0.0011,0.0016
4:30,0.0012,0.0027,0.0026,0.0008,0.0003,0.0011,0.0019
4:31,0.0017,0.0023,0.0026,0.0008,0.0003,0.0019,0.0024
4:32,0.0028,0.0023,0.0030,0.0021,0.0003,0.0016,0.0019
4:33,0.0034,0.0023,0.0039,0.0025,0.0009,0.0016,0.0014
4:34,0.0016,0.0027,0.0021,0.0015,0.0009,0.0014,0.0014
4:35,0.0019,0.0020,0.0056,0.0013,0.0005,0.0014,0.0018
4:36,0.0032,0.0020,0.0055,0.0014,0.0006,0.0014,0.0021
4:37,0.0039,0.0030,0.0052,0.0018,0.0008,0.0013,0.0020
4:38,0.0045,0.0040,0.0022,0.0016,0.0008,0.0015,0.0021
4:39,0.0039,0.0049,0.0018,0.0019,0.0008,0.0015,0.0019
4:40,0.0025,0.0028,0.0016,0.0008,0.0008,0.0014,0.0019
4:41,0.0030,0.0018,0.0016,0.0013,0.0004,0.0010,0.0021
4:42,0.0048,0.0022,0.0016,0.0017,0.0008,0.0012,0.0027
4:43,0.0087,0.0031,0.0016,0.0014,0.0007,0.0009,0.0028
4:44,0.0069,0.0025,0.0017,0.0008,0.0007,0.0016,0.0026
4:45,0.0036,0.0029,0.0012,0.0011,0.0006,0.0019,0.0019
4:46,0.0038,0.0016,0.0012,0.0012,0.0013,0.0016,0.0018
4:47,0.0038,0.0019,0.0021,0.0011,0.0003,0.0019,0.0025
4:48,0.0037,0.0019,0.0024,0.0008,0.0005,0.0019,0.0025
4:49,0.0037,0.0015,0.0022,0.0008,0.0003,0.0012,0.0025
4:50,0.0043,0.0018,0.0012,0.0008,0.0003,0.0014,0.0020
4:51,0.0043,0.0015,0.0012,0.0013,0.0006,0.0016,0.0020
4:52,0.0008,0.0015,0.0016,0.0015,0.0009,0.0013,0.0029
4:53,0.0007,0.0016,0.0022,0.0021,0.0003,0.0020,0.0023
4:54,0.0010,0.0020,0.0023,0.0010,0.0011,0.0021,0.0020
4:55,0.0010,0.0018,0.0015,0.0016,0.0009,0.0012,0.0023
4:56,0.0013,0.0025,0.0014,0.0015,0.0009,0.0017,0.0020
4:57,0.0010,0.0018,0.0017,0.0017,0.0016,0.0017,0.0024
4:58,0.0012,0.0020,0.0024,0.0020,0.0013,0.0012,0.0025
4:59,0.0012,0.0018,0.0020,0.0015,0.0007,0.0019,0.0023
5:00,0.0014,0.0012,0.0007,0.0030,0.0011,0.0011,0.0018
5:01,0.0009,0.0027,0.0018,0.0030,0.0011,0.0013,0.0018
5:02,0.0013,0.0036,0.0021,0.0025,0.0006,0.0013,0.0020
5:03,0.0010,0.0036,0.0016,0.0022,0.0006,0.0011,0.0018
5:04,0.0013,0.0039,0.0013,0.0026,0.0006,0.0014,0.0021
5:05,0.0013,0.0039,0.0013,0.0033,0.0006,0.0014,0.0021
5:06,0.0011,0.0031,0.0011,0.0016,0.0006,0.0015,0.0025
5:07,0.0011,0.0031,0.0008,0.0017,0.0006,0.0018,0.0025
5:08,0.0013,0.0035,0.0012,0.0021,0.0006,0.0012,0.0025
5:09,0.0008,0.0032,0.0011,0.0029,0.0006,0.0004,0.0022
5:10,0.0012,0.0032,0.0009,0.0010,0.0006,0.0004,0.0023
5:11,0.0012,0.0038,0.0015,0.0008,0.0006,0.0007,0.0025
5:12,0.0017,0.0037,0.0026,0.0008,0.0006,0.0002,0.0025
5:13,0.0021,0.0033,0.0019,0.0011,0.0006,0.0003,0.0020
5:14,0.0017,0.0033,0.0012,0.0010,0.0006,0.0003,0.0018
5:15,0.0023,0.0033,0.0014,0.0008,0.0007,0.0003,0.0026
5:16,0.0028,0.0033,0.0009,0.0016,0.0007,0.0002,0.0029
5:17,0.0021,0.0038,0.0009,0.0013,0.0006,0.0002,0.0029
5:18,0.0011,0.0034,0.0009,0.0013,0.0011,0.0005,0.0033
5:19,0.0004,0.0029,0.0010,0.0003,0.0011,0.0003,0.0036
5:20,0.0014,0.0033,0.0010,0.0001,0.0006,0.0004,0.0024
5:21,0.0004,0.0033,0.0007,0.0006,0.0009,0.0007,0.0034
5:22,0.0007,0.0040,0.0011,0.0010,0.0009,0.0007,0.0029
5:23,0.0003,0.0038,0.0009,0.0006,0.0006,0.0017,0.0039
5:24,0.0004,0.0043,0.0009,0.0004,0.0006,0.0015,0.0038
5:25,0.0003,0.0038,0.0013,0.0007,0.0003,0.0010,0.0038
5:26,0.0005,0.0042,0.0016,0.0010,0.0011,0.0007,0.0042
5:27,0.0006,0.0038,0.0027,0.0005,0.0003,0.0008,0.0044
5:28,0.0009,0.0032,0.0028,0.0008,0.0008,0.0007,0.0049
5:29,0.0005,0.0035,0.0018,0.0008,0.0008,0.0004,0.0040
5:30,0.0007,0.0043,0.0014,0.0009,0.0008,0.0004,0.0029
5:31,0.0015,0.0042,0.0014,0.0008,0.0008,0.0004,0.0039
5:32,0.0013,0.0023,0.0008,0.0017,0.0009,0.0008,0.0044
5:33,0.0016,0.0022,0.0006,0.0019,0.0015,0.0005,0.0042
5:34,0.0014,0.0016,0.0014,0.0020,0.0013,0.0010,0.0038
5:35,0.0012,0.0020,0.0014,0.0019,0.0013,0.0005,0.0031
5:36,0.0017,0.0016,0.0017,0.0020,0.0009,0.0007,0.0036
5:37,0.0013,0.0021,0.0008,0.0023,0.0009,0.0013,0.0036
5:38,0.0012,0.0018,0.0008,0.0020,0.0012,0.0018,0.0037
5:39,0.0004,0.0018,0.0014,0.0022,0.0012,0.0012,0.0028
5:40,0.0004,0.0023,0.0014,0.0004,0.0018,0.0010,0.0028
5:41,0.0008,0.0016,0.0009,0.0008,0.0018,0.0014,0.0041
5:42,0.0016,0.0012,0.0009,0.0008,0.0014,0.0017,0.0037
5:43,0.0016,0.0013,0.0012,0.0018,0.0022,0.0015,0.0040
5:44,0.0009,0.0016,0.0012,0.0018,0.0011,0.0019,0.0040
5:45,0.0019,0.0015,0.0006,0.0014,0.0004,0.0014,0.0029
5:46,0.0007,0.0014,0.0012,0.0005,0.0004,0.0009,0.0031
5:47,0.0009,0.0013,0.0008,0.0000,0.0005,0.0019,0.0026
5:48,0.0009,0.0008,0.0013,0.0004,0.0005,0.0020,0.0026
5:49,0.0005,0.0009,0.0005,0.0000,0.0005,0.0012,0.0026
5:50,0.0003,0.0009,0.0005,0.0000,0.0008,0.0012,0.0031
5:51,0.0003,0.0009,0.0005,0.0009,0.0011,0.0012,0.0030
5:52,0.0011,0.0009,0.0005,0.0008,0.0006,0.0020,0.0032
5:53,0.0003,0.0009,0.0006,0.0016,0.0005,0.0018,0.0038
5:54,0.0006,0.0009,0.0008,0.0008,0.0006,0.0018,0.0038
5:55,0.0004,0.0007,0.0014,0.0008,0.0016,0.0032,0.0026
5:56,0.0024,0.0007,0.0017,0.0006,0.0016,0.0031,0.0035
5:57,0.0020,0.0010,0.0016,0.0006,0.0004,0.0031,0.0032
5:58,0.0028,0.0011,0.0019,0.0017,0.0002,0.0025,0.0035
5:59,0.0016,0.0014,0.0018,0.0012,0.0006,0.0023,0.0033
6:00,0.0012,0.0014,0.0017,0.0019,0.0003,0.0023,0.0034
6:01,0.0022,0.0020,0.0014,0.0024,0.0004,0.0023,0.0032
6:02,0.0029,0.0022,0.0013,0.0016,0.0006,0.0025,0.0033
6:03,0.0058,0.0018,0.0012,0.0016,0.0020,0.0030,0.0036
6:04,0.0059,0.0018,0.0012,0.0025,0.0015,0.0030,0.0033
6:05,0.0030,0.0018,0.0012,0.0017,0.0012,0.0021,0.0033
6:06,0.0017,0.0020,0.0008,0.0020,0.0010,0.0027,0.0033
6:07,0.0014,0.0029,0.0008,0.0027,0.0007,0.0019,0.0037
6:08,0.0015,0.0027,0.0027,0.0018,0.0005,0.0019,0.0030
6:09,0.0014,0.0014,0.0016,0.0023,0.0002,0.0014,0.0036
6:10,0.0018,0.0014,0.0015,0.0020,0.0002,0.0027,0.0039
6:11,0.0012,0.0014,0.0011,0.0028,0.0006,0.0027,0.0031
6:12,0.0009,0.0019,0.0004,0.0033,0.0002,0.0033,0.0038
6:13,0.0014,0.0014,0.0008,0.0057,0.0010,0.0035,0.0046
6:14,0.0017,0.0011,0.0012,0.0026,0.0014,0.0022,0.0043
6:15,0.0023,0.0013,0.0012,0.0022,0.0021,0.0030,0.0039
6:16,0.0020,0.0011,0.0015,0.0016,0.0008,0.0023,0.0033
6:17,0.0017,0.0013,0.0010,0.0012,0.0002,0.0022,0.0041
6:18,0.0027,0.0013,0.0010,0.0012,0.0003,0.0018,0.0041
6:19,0.0023,0.0017,0.0019,0.0005,0.0007,0.0019,0.0043
6:20,0.0014,0.0018,0.0016,0.0011,0.0011,0.0028,0.0034
6:21,0.0046,0.0008,0.0021,0.0011,0.0008,0.0034,0.0034
6:22,0.0047,0.0014,0.0027,0.0013,0.0006,0.0030,0.0034
6:23,0.0054,0.0012,0.0030,0.0013,0.0013,0.0021,0.0036
6:24,0.0026,0.0008,0.0021,0.0006,0.0011,0.0020,0.0039
6:25,0.0021,0.0012,0.0019,0.0013,0.0017,0.0018,0.0033
6:26,0.0023,0.0017,0.0018,0.0006,0.0020,0.0014,0.0034
6:27,0.0026,0.0025,0.0018,0.0006,0.0008,0.0011,0.0026
6:28,0.0029,0.0012,0.0021,0.0009,0.0009,0.0013,0.0027
6:29,0.0025,0.0011,0.0021,0.0009,0.0009,0.0013,0.0036
6:30,0.0023,0.0003,0.0016,0.0015,0.0006,0.0015,0.0025
6:31,0.0018,0.0004,0.0026,0.0009,0.0003,0.0013,0.0034
6:32,0.0023,0.0013,0.0030,0.0011,0.0008,0.0018,0.0029
6:33,0.0015,0.0024,0.0024,0.0028,0.0009,0.0026,0.0031
6:34,0.0011,0.0012,0.0028,0.0016,0.0009,0.0012,0.0026
6:35,0.0012,0.0018,0.0042,0.0018,0.0006,0.0013,0.0026
6:36,0.0012,0.0006,0.0022,0.0030,0.0006,0.0015,0.0031
6:37,0.0016,0.0003,0.0027,0.0030,0.0005,0.0027,0.0033
6:38,0.0021,0.0005,0.0045,0.0016,0.0007,0.0025,0.0032
6:39,0.0020,0.0006,0.0037,0.0013,0.0008,0.0027,0.0028
6:40,0.0015,0.0010,0.0039,0.0016,0.0028,0.0021,0.0028
6:41,0.0018,0.0016,0.0024,0.0015,0.0016,0.0013,0.0033
6:42,0.0017,0.0006,0.0030,0.0017,0.0006,0.0021,0.0038
6:43,0.0005,0.0006,0.0035,0.0027,0.0005,0.0030,0.0033
6:44,0.0005,0.0009,0.0029,0.0022,0.0005,0.0033,0.0028
6:45,0.0013,0.0008,0.0018,0.0025,0.0008,0.0023,0.0032
6:46,0.0008,0.0008,0.0020,0.0024,0.0001,0.0023,0.0040
6:47,0.0012,0.0011,0.0018,0.0018,0.0018,0.0027,0.0045
6:48,0.0010,0.0011,0.0022,0.0020,0.0025,0.0024,0.0041
6:49,0.0011,0.0006,0.0019,0.0021,0.0017,0.0020,0.0050
6:50,0.0026,0.0017,0.0018,0.0021,0.0007,0.0018,0.0038
6:51,0.0038,0.0013,0.0023,0.0032,0.0002,0.0009,0.0031
6:52,0.0022,0.0009,0.0021,0.0014,0.0011,0.0014,0.0031
6:53,0.0026,0.0006,0.0021,0.0030,0.0008,0.0020,0.0041
6:54,0.0023,0.0009,0.0032,0.0009,0.0004,0.0030,0.0050
6:55,0.0031,0.0011,0.0029,0.0009,0.0006,0.0109,0.0036
6:56,0.0024,0.0009,0.0030,0.0013,0.0009,0.0200,0.0049
6:57,0.0017,0.0006,0.0035,0.0011,0.0009,0.0091,0.0047
6:58,0.0042,0.0003,0.0011,0.0014,0.0008,0.0055,0.0038
6:59,0.0040,0.0000,0.0013,0.0012,0.0004,0.0047,0.0021
7:00,0.0022,0.0000,0.0022,0.0014,0.0009,0.0027,0.0026
7:01,0.0032,0.0010,0.0015,0.0013,0.0012,0.0048,0.0042
7:02,0.0015,0.0003,0.0018,0.0005,0.0013,0.0022,0.0057
7:03,0.0019,0.0001,0.0019,0.0008,0.0023,0.0038,0.0030
7:04,0.0021,0.0004,0.0016,0.0016,0.0013,0.0026,0.0036
7:05,0.0018,0.0003,0.0019,0.0052,0.0003,0.0029,0.0032
7:06,0.0017,0.0015,0.0022,0.0036,0.0014,0.0044,0.0033
7:07,0.0023,0.0024,0.0018,0.0021,0.0011,0.0043,0.0040
7:08,0.0013,0.0022,0.0019,0.0008,0.0008,0.0028,0.0030
7:09,0.0016,0.0014,0.0019,0.0012,0.0020,0.0040,0.0028
7:10,0.0016,0.0011,0.0016,0.0009,0.0019,0.0036,0.0037
7:11,0.0020,0.0013,0.0032,0.0016,0.0019,0.0022,0.0035
7:12,0.0029,0.0014,0.0026,0.0009,0.0008,0.0028,0.0022
7:13,0.0034,0.0012,0.0022,0.0011,0.0023,0.0029,0.0021
7:14,0.0036,0.0010,0.0017,0.0009,0.0015,0.0028,0.0026
7:15,0.0037,0.0016,0.0020,0.0007,0.0019,0.0031,0.0043
7:16,0.0032,0.0014,0.0019,0.0007,0.0012,0.0033,0.0049
7:17,0.0031,0.0028,0.0019,0.0020,0.0015,0.0040,0.0042
7:18,0.0031,0.0018,0.0015,0.0022,0.0033,0.0029,0.0041
7:19,0.0029,0.0018,0.0003,0.0018,0.0015,0.0019,0.0039
7:20,0.0025,0.0016,0.0009,0.0033,0.0019,0.0030,0.0032
7:21,0.0028,0.0019,0.0013,0.0027,0.0012,0.0016,0.0039
7:22,0.0024,0.0008,0.0004,0.0018,0.0015,0.0013,0.0042
7:23,0.0018,0.0008,0.0005,0.0028,0.0017,0.0015,0.0042
7:24,0.0013,0.0014,0.0010,0.0026,0.0026,0.0021,0.0027
7:25,0.0028,0.0006,0.0020,0.0032,0.0025,0.0028,0.0043
7:26,0.0041,0.0010,0.0019,0.0018,0.0023,0.0019,0.0041
7:27,0.0028,0.0031,0.0015,0.0030,0.0013,0.0028,0.0041
7:28,0.0031,0.0028,0.0012,0.0016,0.0017,0.0017,0.0026
7:29,0.0032,0.0020,0.0010,0.0009,0.0023,0.0014,0.0030
7:30,0.0022,0.0029,0.0025,0.0012,0.0019,0.0014,0.0036
7:31,0.0035,0.0039,0.0025,0.0010,0.0031,0.0022,0.0025
7:32,0.0025,0.0040,0.0024,0.0012,0.0029,0.0017,0.0027
7:33,0.0023,0.0025,0.0024,0.0015,0.0034,0.0020,0.0025
7:34,0.0038,0.0046,0.0027,0.0011,0.0041,0.0021,0.0031
7:35,0.0033,0.0062,0.0020,0.0015,0.0026,0.0033,0.0032
7:36,0.0044,0.0046,0.0020,0.0015,0.0025,0.0020,0.0029
7:37,0.0049,0.0039,0.0032,0.0017,0.0035,0.0010,0.0051
7:38,0.0053,0.0032,0.0034,0.0030,0.0037,0.0019,0.0034
7:39,0.0064,0.0033,0.0016,0.0026,0.0043,0.0033,0.0038
7:40,0.0050,0.0030,0.0010,0.0009,0.0035,0.0032,0.0023
7:41,0.0033,0.0040,0.0011,0.0013,0.0025,0.0038,0.0014
7:42,0.0036,0.0041,0.0009,0.0014,0.0045,0.0018,0.0017
7:43,0.0043,0.0039,0.0013,0.0026,0.0037,0.0030,0.0016
7:44,0.0050,0.0034,0.0013,0.0028,0.0052,0.0041,0.0018
7:45,0.0067,0.0032,0.0017,0.0037,0.0040,0.0020,0.0029
7:46,0.0062,0.0036,0.0032,0.0032,0.0048,0.0029,0.0019
7:47,0.0079,0.0034,0.0025,0.0010,0.0073,0.0027,0.0027
7:48,0.0068,0.0032,0.0035,0.0011,0.0079,0.0025,0.0037
7:49,0.0039,0.0045,0.0032,0.0023,0.0045,0.0024,0.0030
7:50,0.0037,0.0034,0.0027,0.0015,0.0047,0.0022,0.0045
7:51,0.0041,0.0040,0.0021,0.0020,0.0050,0.0023,0.0041
7:52,0.0040,0.0042,0.0028,0.0006,0.0047,0.0012,0.0033
7:53,0.0045,0.0039,0.0034,0.0004,0.0042,0.0020,0.0044
7:54,0.0051,0.0043,0.0033,0.0006,0.0047,0.0022,0.0047
7:55,0.0053,0.0043,0.0033,0.0008,0.0056,0.0051,0.0063
7:56,0.0052,0.0048,0.0050,0.0020,0.0056,0.0069,0.0060
7:57,0.0051,0.0064,0.0024,0.0012,0.0045,0.0100,0.0052
